iter	Logloss
128	0.007960246479
129	0.007956616648
130	0.007951723886
131	0.007951049323
132	0.00794870354
133	0.007948545246
134	0.007945297413
135	0.007943641336
136	0.007943115163
137	0.007942822127
138	0.007941765807
139	0.007940111634
140	0.007939905186
141	0.00793947185
142	0.007939057338
143	0.007938580792
144	0.007937680392
145	0.007937052967
146	0.007936846923
147	0.00793582167
148	0.00793459993
149	0.007931287186
150	0.007929027265
151	0.007928229829
152	0.007925315008
153	0.007924662342
154	0.007921920308
155	0.007920365157
156	0.00791767764
157	0.00791720069
158	0.007913797866
159	0.007912694654
160	0.007912163656
161	0.007911456207
162	0.007911129185
163	0.007910632484
164	0.007909109961
165	0.007904122864
166	0.007901207686
167	0.007899891416
168	0.007894493506
169	0.007892430074
170	0.007890114322
171	0.007889059789
172	0.007886823417
173	0.007886340195
174	0.007884866279
175	0.007880550102
176	0.00787972412
177	0.007872732031
178	0.007872536018
179	0.007871578885
180	0.007869868667
181	0.007868733965
182	0.007868508693
183	0.007867747218
184	0.007866861793
185	0.00786617281
186	0.007865041696
187	0.007864783007
188	0.007864357918
189	0.007863805577
190	0.007863563311
191	0.007863226995
192	0.00786172584
193	0.007860394834
194	0.007859618359
195	0.007857792838
196	0.007857132852
197	0.007856446436
198	0.00785587931
199	0.007854651866
200	0.007853602609
201	0.007853294031
202	0.007851092721
203	0.007849770459
204	0.007849496131
205	0.007846904071
206	0.007846493362
207	0.007843075971
208	0.007841074767
209	0.007838094701
210	0.007835302416
211	0.007834719387
212	0.007832462271
213	0.007831573186
214	0.007831191497
215	0.007829136835
216	0.00782912835
217	0.00782783949
218	0.007827747579
219	0.007825312798
220	0.007825203204
221	0.007824700418
222	0.007824103105
223	0.007820507998
224	0.007817210989
225	0.007816918382
226	0.007816244967
227	0.007815823444
228	0.007815304993
229	0.007815056428
230	0.007813247541
231	0.007812129671
232	0.007810998957
233	0.007810656129
234	0.007810596547
235	0.007810260774
236	0.007809533594
237	0.007808467107
238	0.007808373414
239	0.007803948043
240	0.007800805262
241	0.007800067652
242	0.007799532611
243	0.007799189688
244	0.007798624792
245	0.007798190242
246	0.007797795193
247	0.007795587229
248	0.007795381898
249	0.007793284834
250	0.007792953719
251	0.007792775959
252	0.007792473701
253	0.007792324867
254	0.007791981017
255	0.007791678787
256	0.007791349979
257	0.007791111992
258	0.007790852423
259	0.007790631092
260	0.007790433818
261	0.007790206692
262	0.007789947884
263	0.007789739749
264	0.00778955146
265	0.00778923967
266	0.007789066733
267	0.007788900855
268	0.007788753755
269	0.00778851634
270	0.007788356427
271	0.007788223401
272	0.007788087375
273	0.007787949472
274	0.007787815918
275	0.007787676734
276	0.007787546438
277	0.007787419018
278	0.007787280045
279	0.007787150962
280	0.007787013063
281	0.007786887614
282	0.007786761383
283	0.007786642474
284	0.007786515245
285	0.007786400468
286	0.007786293512
287	0.007786176503
288	0.007786062845
289	0.007785954986
290	0.007785835481
291	0.007785720609
292	0.007785606927
293	0.007785502348
294	0.007785391638
295	0.007785277887
296	0.007785172357
297	0.007785058105
298	0.007784956189
299	0.007784850445
300	0.007784740638
301	0.007784637766
302	0.007784539034
303	0.007784432079
304	0.007784328498
305	0.007784227532
306	0.007784124998
307	0.007784023509
308	0.007783919215
309	0.007783816039
310	0.007783715955
311	0.007783611115
312	0.007783513714
313	0.007783412534
314	0.007783311045
315	0.007783214143
316	0.007783113914
317	0.007783015278
318	0.00778292061
319	0.007782819216
320	0.00778272481
321	0.007782626792
322	0.00778252951
323	0.007782433274
324	0.00778233699
325	0.007782242013
326	0.007782145349
327	0.007782044716
328	0.007781950524
329	0.007781858233
330	0.007781770173
331	0.007781677502
332	0.007781576156
333	0.007781484983
334	0.007781391409
335	0.007781304418
336	0.00778121612
337	0.007781123521
338	0.007781030351
339	0.007780943384
340	0.007780854397
341	0.007780767216
342	0.007780676447
343	0.007780586913
344	0.007780501824
345	0.007780408557
346	0.007780318027
347	0.007780234982
348	0.007780146708
349	0.007780063093
350	0.007779972775
351	0.007779888447
352	0.007779801646
353	0.007779717437
354	0.007779636222
355	0.007779547758
356	0.007779465996
357	0.007779381333
358	0.007779297123
359	0.00777921396
360	0.007779133933
361	0.00777904554
362	0.007778965086
363	0.007778885487
364	0.007778802062
365	0.007778716807
366	0.007778634736
367	0.007778546296
368	0.007778471712
369	0.0077783948
370	0.007778317388
371	0.007778239405
372	0.007778164513
373	0.007778084249
374	0.007778009998
375	0.007777934321
376	0.007777854936
377	0.007777779164
378	0.007777704034
379	0.007777631779
380	0.007777557576
381	0.007777479023
382	0.007777403109
383	0.007777319755
384	0.007777247025
385	0.007777177551
386	0.00777710071
387	0.007777029145
388	0.00777695304
389	0.007776883876
390	0.007776816327
391	0.007776736039
392	0.007776667208
393	0.007776598352
394	0.00777652769
395	0.007776459928
396	0.007776395873
397	0.007776327612
398	0.007776258353
399	0.007776191541
400	0.007776123636
401	0.007776057181
402	0.007775990084
403	0.007775923629
404	0.007775857032
405	0.007775793049
406	0.007775729589
407	0.007775664607
408	0.007775605306
409	0.00777554534
410	0.00777548264
411	0.007774155703
412	0.007774092196
413	0.00777402952
414	0.007773968817
415	0.007773872176
416	0.00777355642
417	0.00777346451
418	0.007773380205
419	0.007773293024
420	0.007773215543
421	0.007773136301
422	0.007772828507
423	0.00777275535
424	0.007772679934
425	0.007772607155
426	0.00777253376
427	0.007772230719
428	0.007772160176
429	0.007772090108
430	0.007772020421
431	0.007771960031
432	0.00777189543
433	0.007771597096
434	0.007771534135
435	0.007771474834
436	0.007771415723
437	0.007771355115
438	0.007771064315
439	0.007771004919
440	0.007770941649
441	0.007770880613
442	0.007770824996
443	0.007770766237
444	0.007770476935
445	0.007770422768
446	0.007770366652
447	0.007770310417
448	0.007770259387
449	0.007770209335
450	0.007769929515
451	0.007769875871
452	0.00776982275
453	0.007769768939
454	0.007769721214
455	0.007769444888
456	0.007769392718
457	0.007769342781
458	0.007769296931
459	0.007769249086
460	0.007769200956
461	0.007768918237
462	0.007768867921
463	0.007768825376
464	0.007768779766
465	0.007768734916
466	0.007768686405
467	0.007768636422
468	0.007768359145
469	0.007768314581
470	0.007768264288
471	0.007768217037
472	0.007768168884
473	0.007767089679
474	0.007767041074
475	0.007766995487
476	0.007766727528
477	0.007766679279
478	0.007766637186
479	0.007766587797
480	0.007766542899
481	0.007766497598
482	0.007766233275
483	0.007766189661
484	0.007766145738
485	0.007766102171
486	0.00776605706
487	0.007765085358
488	0.007765040341
489	0.007765000031
490	0.007764958033
491	0.007764686747
492	0.007764646793
493	0.007764602751
494	0.007764561442
495	0.00776452011
496	0.007764253458
497	0.007764213932
498	0.007764166943
499	0.007764125017
500	0.007764080048
501	0.007764038739
502	0.007763770424
503	0.007762917632
504	0.007762877346
505	0.007762834635
506	0.007762791924
507	0.007762751709
508	0.007762707073
509	0.007762664053
510	0.007762404531
511	0.007762363056
512	0.007762324695
513	0.007762282721
514	0.007762243147
515	0.007761980013
516	0.007761941272
517	0.007761165607
518	0.007761124298
519	0.007761084582
520	0.007761043226
521	0.007761004722
522	0.007760740186
523	0.007760701586
524	0.007760665982
525	0.007760628999
526	0.007760588428
527	0.007760333161
528	0.007760295037
529	0.007760255463
530	0.007760219978
531	0.007759736587
532	0.007759698606
533	0.007759659246
534	0.00775961934
535	0.007759581715
536	0.007759545778
537	0.007759510459
538	0.007759364453
539	0.007759327565
540	0.007759293458
541	0.007759255359
542	0.007759217449
543	0.007759179539
544	0.007759141415
545	0.00775899907
546	0.007758962039
547	0.007758923131
548	0.007758887646
549	0.00775885487
550	0.007758817911
551	0.007758677894
552	0.007758641363
553	0.007758606781
554	0.00775857322
555	0.007758538115
556	0.007758502891
557	0.00775804574
558	0.007758010064
559	0.007757977764
560	0.007757943871
561	0.007757908742
562	0.007757874231
563	0.007757731576
564	0.007757698301
565	0.007757668045
566	0.007757634318
567	0.007757601994
568	0.007757456938
569	0.007757422903
570	0.007757388511
571	0.007756551382
572	0.007756522338
573	0.007756489895
574	0.007756456049
575	0.007756424034
576	0.007756389309
577	0.007756356723
578	0.00775632958
579	0.007756297303
580	0.007756265098
581	0.007756128052
582	0.007756094849
583	0.007753293467
584	0.007753151192
585	0.007753006351
586	0.007752863197
587	0.007752723561
588	0.007752586158
589	0.007752445476
590	0.007752016846
591	0.007751881393
592	0.007749046484
593	0.007748905089
594	0.007745612974
595	0.007745574827
596	0.007745536085
597	0.007745399895
598	0.007745360488
599	0.007745328758
600	0.007744920283
601	0.007744877025
602	0.007744738078
603	0.007744712504
604	0.007744675426
605	0.007744539545
606	0.007744508861
607	0.007741328146
608	0.007741188605
609	0.007741054126
610	0.007740913872
611	0.007740773855
612	0.007740747925
613	0.007740610523
614	0.007740576012
615	0.007740543949
616	0.007740405572
617	0.007740377811
618	0.007740349932
619	0.007740212838
620	0.007740186694
621	0.007740051716
622	0.007740025429
623	0.007737626109
624	0.007737238597
625	0.007737204015
626	0.007737179534
627	0.007737040611
628	0.007737015346
629	0.007736982213
630	0.007736847616
631	0.007736209852
632	0.007736183636
633	0.007736151597
634	0.007736128756
635	0.007735455888
636	0.007735324927
637	0.007735297094
638	0.007735166823
639	0.007735135853
640	0.007735003918
641	0.007734975206
642	0.007734948087
643	0.007734817031
644	0.007734795283
645	0.007734654696
646	0.00773462936
647	0.007734494025
648	0.007734466597
649	0.007731636577
650	0.007731505711
651	0.007731372469
652	0.00773123925
653	0.007731108265
654	0.007730978635
655	0.007730849171
656	0.007730717925
657	0.007730688928
658	0.007730663663
659	0.007730532417
660	0.007730509504
661	0.007729420532
662	0.007729384785
663	0.007729257056
664	0.00772922188
665	0.007729089611
666	0.007728723515
667	0.007728698036
668	0.007728643583
669	0.007728515546
670	0.0077284817
671	0.007728353687
672	0.007728303441
673	0.007727556063
674	0.007727430022
675	0.007727306402
676	0.007727178317
677	0.007727148203
678	0.007727019667
679	0.007726990908
680	0.007726866602
681	0.007726837819
682	0.007726711326
683	0.007726677504
684	0.007726554648
685	0.007726523798
686	0.00772640049
687	0.007726369164
688	0.007726250324
689	0.007724918111
690	0.007721585474
691	0.007719058423
692	0.007718940321
693	0.007718815825
694	0.007718696629
695	0.007718575246
696	0.007718456739
697	0.007718338162
698	0.007718214497
699	0.007717880868
700	0.007717765546
701	0.007717652102
702	0.00771760188
703	0.00771755154
704	0.007716994777
705	0.00771695972
706	0.007716912944
707	0.0077165743
708	0.007716461735
709	0.007716344132
710	0.007716227051
711	0.007716112418
712	0.007716000163
713	0.007715887883
714	0.007715774511
715	0.007715659783
716	0.007714881409
717	0.00771477393
718	0.007714737922
719	0.007714630681
720	0.007714600876
721	0.007714551392
722	0.007714521753
723	0.007714482988
724	0.007714440776
725	0.007714332965
726	0.007714292797
727	0.007714260782
728	0.00771422185
729	0.007714189835
730	0.007713788179
731	0.007713277265
732	0.007712832829
733	0.007712795278
734	0.007712391531
735	0.0077119933
736	0.00771163248
737	0.007711283734
738	0.007710968073
739	0.007710862329
740	0.007710757656
741	0.00771065398
742	0.007710548023
743	0.007710439808
744	0.007710413877
745	0.007710308823
746	0.007709948623
747	0.007709642255
748	0.007708909325
749	0.007708636303
750	0.007708601816
751	0.007708503845
752	0.007708465769
753	0.007708211571
754	0.007707806709
755	0.007707585882
756	0.007707554863
757	0.007707344256
758	0.007707055452
759	0.007707015308
760	0.007706994036
761	0.007706801112
762	0.007706502421
763	0.007706407944
764	0.007706300204
765	0.007706203017
766	0.007706111582
767	0.007706017651
768	0.007705985351
769	0.007705890113
770	0.00770356381
771	0.007701328819
772	0.007701236719
773	0.007701138153
774	0.007701031602
775	0.007700843931
776	0.00770011806
777	0.007699498146
778	0.00769940866
779	0.00769931183
780	0.007699210364
781	0.007699120569
782	0.007699091382
783	0.007699063146
784	0.007699035338
785	0.007698942239
786	0.00769868084
787	0.007698514298
788	0.007698360235
789	0.007698124862
790	0.007697969657
791	0.007697842167
792	0.007697529567
793	0.007697401648
794	0.007697276677
795	0.007697158146
796	0.00769712026
797	0.007696510547
798	0.007696420752
799	0.007696328961
800	0.007696238619
801	0.007696130737
802	0.007695928515
803	0.007695820823
804	0.007695727106
805	0.007695633893
806	0.007694949209
807	0.007694714763
808	0.007694067041
809	0.007694040516
810	0.007694007526
811	0.007693925907
812	0.007693741918
813	0.007693644422
814	0.007693555601
815	0.007693472152
816	0.007692916509
817	0.007692825003
818	0.007692740722
819	0.007692649833
820	0.007692466821
821	0.007692392736
822	0.007692311545
823	0.007692235963
824	0.007692082349
825	0.007692006221
826	0.007691934608
827	0.00769185104
828	0.00769178323
829	0.007689838022
830	0.007689752909
831	0.007689672241
832	0.007689517988
833	0.007689448229
834	0.007689380657
835	0.00768931905
836	0.007688788597
837	0.007688326052
838	0.007688254487
839	0.007688168281
840	0.007688087446
841	0.007687836907
842	0.007686794947
843	0.007684547361
844	0.007684464649
845	0.007684023018
846	0.007683949504
847	0.007683923003
848	0.007682371721
849	0.007682292027
850	0.007682208127
851	0.007682181031
852	0.007682159379
853	0.007682137227
854	0.007681791046
855	0.007679928571
856	0.007679848045
857	0.007679780616
858	0.007679232792
859	0.00767892747
860	0.007678083399
861	0.007678003563
862	0.007677238857
863	0.007677167007
864	0.007677094539
865	0.007677015606
866	0.007676273596
867	0.00767620581
868	0.00767613781
869	0.007675809053
870	0.007675401957
871	0.007675328039
872	0.007675041493
873	0.007674383479
874	0.007673361888
875	0.007673286021
876	0.007673209489
877	0.007673139278
878	0.007673065622
879	0.007671515314
880	0.007671450214
881	0.007670108921
882	0.007670083514
883	0.007670061837
884	0.00767003391
885	0.007670012519
886	0.007669988347
887	0.007667469998
888	0.007666850607
889	0.007666823915
890	0.007666796392
891	0.00766677657
892	0.007666753063
893	0.007666727822
894	0.007666701392
895	0.007666639405
896	0.007666613736
897	0.007666484391
898	0.007666420004
899	0.007666354001
900	0.007666053337
901	0.007665896897
902	0.00766588014
903	0.007665861079
904	0.007665837144
905	0.00766576779
906	0.007665749774
907	0.00766569525
908	0.007665185857
909	0.007663145884
910	0.007663078573
911	0.007662788605
912	0.007662230915
913	0.007662209191
914	0.007662149201
915	0.00766171432
916	0.007661615208
917	0.007661592938
918	0.007661536893
919	0.00766151593
920	0.007661446243
921	0.007661016118
922	0.007660923135
923	0.007660861149
924	0.00766032673
925	0.007660100579
926	0.007660080186
927	0.007660059603
928	0.007660041682
929	0.007659982619
930	0.007659887215
931	0.007659870815
932	0.007659850636
933	0.007659794401
934	0.007659444417
935	0.007658246043
936	0.007658022553
937	0.007658001233
938	0.007657943168
939	0.007657463316
940	0.007657246102
941	0.007657230463
942	0.00765695504
943	0.007656719242
944	0.007656700227
945	0.007656625097
946	0.007656603539
947	0.007656553199
948	0.007656344303
949	0.007656323483
950	0.007656304801
951	0.007656252274
952	0.007655897657
953	0.007655441979
954	0.007655244801
955	0.007655202589
956	0.007655164656
957	0.007655125082
958	0.007655040611
959	0.007655024853
960	0.007654984234
961	0.007654930637
962	0.007654887689
963	0.007654809374
964	0.007654769729
965	0.007654712139
966	0.007654670854
967	0.007654617947
968	0.007654366364
969	0.007654164337
970	0.007653951329
971	0.007653753792
972	0.0076535646
973	0.007653377428
974	0.007653201688
975	0.007653023051
976	0.007652856866
977	0.007652696718
978	0.007652504412
979	0.007652345524
980	0.007652185756
981	0.007652037682
982	0.007651890369
983	0.007651742533
984	0.007651602039
985	0.007651463401
986	0.007651329635
987	0.007651190973
988	0.007651057445
989	0.007650924939
990	0.007650800277
991	0.00765067155
992	0.007650543227
993	0.007650418422
994	0.007650301246
995	0.007650186923
996	0.007650061452
997	0.007649939404
998	0.007649756772
999	0.007649635865
