Feature,Importance
qscore,0.43689338238893477
wyciyh,0.36458333333333337
pta_avg,0.08932362854133404
pta_right_avg,0.07400517333615242
right2000,0.020312554446808528
right4000,0.011107851665721308
AgeAtTest,0.003253297401190818
pta_left_avg,0.0005207788865248098
left1000,0.0
left2000,0.0
left4000,0.0
right1000,0.0
ffahs,0.0
fafmc,0.0
hpyfs,0.0
mfaf,0.0
tut,0.0
gender_female,0.0
gender_male,0.0
gender_mostly_female,0.0
gender_mostly_male,0.0
gender_unknown,0.0
